gvkey,iid,date,tic,conm,prccd,prchd,prcld,prcod
6266,1,18-12-2013,JNJ,JOHNSON & JOHNSON,92.64,92.66,89.77,90.95
6266,1,19-12-2013,JNJ,JOHNSON & JOHNSON,91.98,92.4,91.415,92.4
6266,1,20-12-2013,JNJ,JOHNSON & JOHNSON,92.09,92.75,91.95,91.95
6266,1,23-12-2013,JNJ,JOHNSON & JOHNSON,92.03,92.68,91.76,92.56
6266,1,24-12-2013,JNJ,JOHNSON & JOHNSON,92.06,92.39,91.85,92.18
6266,1,26-12-2013,JNJ,JOHNSON & JOHNSON,92.54,92.54,91.77,91.99
6266,1,27-12-2013,JNJ,JOHNSON & JOHNSON,92.35,92.96,92.18,92.77
6266,1,30-12-2013,JNJ,JOHNSON & JOHNSON,92.3,92.3,91.73,92.16
6266,1,31-12-2013,JNJ,JOHNSON & JOHNSON,91.59,92.216,91.151,92.17
6266,1,02-01-2014,JNJ,JOHNSON & JOHNSON,91.03,91.73,91.01,91.14
6266,1,03-01-2014,JNJ,JOHNSON & JOHNSON,91.85,92.22,91.26,91.29
6266,1,06-01-2014,JNJ,JOHNSON & JOHNSON,92.33,92.75,91.87,91.93
6266,1,07-01-2014,JNJ,JOHNSON & JOHNSON,94.29,94.62,92.99,93.04
6266,1,08-01-2014,JNJ,JOHNSON & JOHNSON,94.16,94.6,93.88,94.17
6266,1,09-01-2014,JNJ,JOHNSON & JOHNSON,94.73,95.38,94.09,94.94
6266,1,10-01-2014,JNJ,JOHNSON & JOHNSON,94.74,94.975,94.14,94.64
6266,1,13-01-2014,JNJ,JOHNSON & JOHNSON,94.5,94.99,94.06,94.37
6266,1,14-01-2014,JNJ,JOHNSON & JOHNSON,94.72,94.9,94.32,94.6
6266,1,15-01-2014,JNJ,JOHNSON & JOHNSON,94.8,95.2701,94.51,94.65
6266,1,16-01-2014,JNJ,JOHNSON & JOHNSON,94.64,95.0884,94.23,94.6
6266,1,17-01-2014,JNJ,JOHNSON & JOHNSON,95.06,95.17,94.38,94.72
6266,1,21-01-2014,JNJ,JOHNSON & JOHNSON,94.03,95.1,92.62,94.93
6266,1,22-01-2014,JNJ,JOHNSON & JOHNSON,94.32,94.55,93.54,93.99
6266,1,23-01-2014,JNJ,JOHNSON & JOHNSON,92.74,93.8,92.41,93.74
6266,1,24-01-2014,JNJ,JOHNSON & JOHNSON,90.61,92.61,90.61,92.12
6266,1,27-01-2014,JNJ,JOHNSON & JOHNSON,89.94,90.76,89.85,90.3
6266,1,28-01-2014,JNJ,JOHNSON & JOHNSON,90.1,90.6,89.79,90.58
6266,1,29-01-2014,JNJ,JOHNSON & JOHNSON,88.9,89.71,88.53,89.47
6266,1,30-01-2014,JNJ,JOHNSON & JOHNSON,89.5,89.78,89.01,89.62
6266,1,31-01-2014,JNJ,JOHNSON & JOHNSON,88.47,89.34,88.15,89.01
6266,1,03-02-2014,JNJ,JOHNSON & JOHNSON,86.78,88.78,86.61,88.75
6266,1,04-02-2014,JNJ,JOHNSON & JOHNSON,86.62,87.28,86.09,86.93
6266,1,05-02-2014,JNJ,JOHNSON & JOHNSON,87.28,87.67,86.48,86.49
6266,1,06-02-2014,JNJ,JOHNSON & JOHNSON,88.75,88.76,87.55,87.63
6266,1,07-02-2014,JNJ,JOHNSON & JOHNSON,90.04,90.04,88.61,88.92
6266,1,10-02-2014,JNJ,JOHNSON & JOHNSON,91.07,91.08,89.8,90.24
6266,1,11-02-2014,JNJ,JOHNSON & JOHNSON,92.97,92.97,90.95,91.09
6266,1,12-02-2014,JNJ,JOHNSON & JOHNSON,92.42,92.99,91.95,92.95
6266,1,13-02-2014,JNJ,JOHNSON & JOHNSON,92.56,92.62,91.71,92
6266,1,14-02-2014,JNJ,JOHNSON & JOHNSON,92.76,92.945,92.0282,92.6
6266,1,18-02-2014,JNJ,JOHNSON & JOHNSON,92.17,92.85,92.09,92.77
6266,1,19-02-2014,JNJ,JOHNSON & JOHNSON,91.64,92.75,91.57,92.15
6266,1,20-02-2014,JNJ,JOHNSON & JOHNSON,92.38,92.73,91.31,91.69
6266,1,21-02-2014,JNJ,JOHNSON & JOHNSON,91.52,92.245,91.45,91.86
6266,1,24-02-2014,JNJ,JOHNSON & JOHNSON,91.11,92.06,91.1,91.45
6266,1,25-02-2014,JNJ,JOHNSON & JOHNSON,91.11,91.87,90.66,91.59
6266,1,26-02-2014,JNJ,JOHNSON & JOHNSON,91.11,91.54,90.77,91.11
6266,1,27-02-2014,JNJ,JOHNSON & JOHNSON,91.36,91.42,90.75,91.16
6266,1,28-02-2014,JNJ,JOHNSON & JOHNSON,92.12,92.64,91.06,91.42
6266,1,03-03-2014,JNJ,JOHNSON & JOHNSON,91.56,91.98,90.83,91.13
6266,1,04-03-2014,JNJ,JOHNSON & JOHNSON,93.34,93.46,92.25,92.47
6266,1,05-03-2014,JNJ,JOHNSON & JOHNSON,92.59,93.3,92.38,93.27
6266,1,06-03-2014,JNJ,JOHNSON & JOHNSON,92.89,93.65,92.82,93.19
6266,1,07-03-2014,JNJ,JOHNSON & JOHNSON,93.32,93.48,92.6901,93.37
6266,1,10-03-2014,JNJ,JOHNSON & JOHNSON,93.45,93.49,92.79,93.17
6266,1,11-03-2014,JNJ,JOHNSON & JOHNSON,93.49,93.75,93.09,93.71
6266,1,12-03-2014,JNJ,JOHNSON & JOHNSON,93.6,93.62,92.65,92.82
6266,1,13-03-2014,JNJ,JOHNSON & JOHNSON,93,94.2,92.98,93.85
6266,1,14-03-2014,JNJ,JOHNSON & JOHNSON,92.81,93.44,92.46,92.88
6266,1,17-03-2014,JNJ,JOHNSON & JOHNSON,93.93,94.18,93.18,93.26
6266,1,18-03-2014,JNJ,JOHNSON & JOHNSON,93.94,94.24,93.48,93.9
6266,1,19-03-2014,JNJ,JOHNSON & JOHNSON,93.59,94.36,92.92,93.89
6266,1,20-03-2014,JNJ,JOHNSON & JOHNSON,94.12,94.19,92.96,93.52
6266,1,21-03-2014,JNJ,JOHNSON & JOHNSON,95.93,95.93,93.88,94.77
6266,1,24-03-2014,JNJ,JOHNSON & JOHNSON,95.2,95.43,94.54,95.3
6266,1,25-03-2014,JNJ,JOHNSON & JOHNSON,97.38,97.7,95.7,95.7
6266,1,26-03-2014,JNJ,JOHNSON & JOHNSON,97.05,98.47,97.05,97.51
6266,1,27-03-2014,JNJ,JOHNSON & JOHNSON,97.28,97.7,96.26,97.08
6266,1,28-03-2014,JNJ,JOHNSON & JOHNSON,97.44,98.22,96.96,97.51
6266,1,31-03-2014,JNJ,JOHNSON & JOHNSON,98.23,98.6,97.61,98
6266,1,01-04-2014,JNJ,JOHNSON & JOHNSON,97.94,98.68,97.37,98.31
6266,1,02-04-2014,JNJ,JOHNSON & JOHNSON,98.23,98.39,97.37,98.01
6266,1,03-04-2014,JNJ,JOHNSON & JOHNSON,98.26,98.34,97.53,97.97
6266,1,04-04-2014,JNJ,JOHNSON & JOHNSON,98.42,99.38,98.32,98.62
6266,1,07-04-2014,JNJ,JOHNSON & JOHNSON,97.89,99.36,97.83,98.39
6266,1,08-04-2014,JNJ,JOHNSON & JOHNSON,98.06,98.725,97.5,98.03
6266,1,09-04-2014,JNJ,JOHNSON & JOHNSON,98.95,99,97.78,98.42
6266,1,10-04-2014,JNJ,JOHNSON & JOHNSON,96.54,98.93,96.52,98.86
6266,1,11-04-2014,JNJ,JOHNSON & JOHNSON,96.87,97.199,96.05,96.2
6266,1,14-04-2014,JNJ,JOHNSON & JOHNSON,97.14,97.36,96.25,97.28
6266,1,15-04-2014,JNJ,JOHNSON & JOHNSON,99.2,99.21,98.05,98.45
6266,1,16-04-2014,JNJ,JOHNSON & JOHNSON,98.75,99.71,98.07,99.57
6266,1,17-04-2014,JNJ,JOHNSON & JOHNSON,98.96,99.65,98.69,98.69
6266,1,21-04-2014,JNJ,JOHNSON & JOHNSON,100,100.13,98.67,99.01
6266,1,22-04-2014,JNJ,JOHNSON & JOHNSON,100.18,100.75,99.74,100
6266,1,23-04-2014,JNJ,JOHNSON & JOHNSON,100.22,100.56,99.92,100.24
6266,1,24-04-2014,JNJ,JOHNSON & JOHNSON,99.96,100.37,99.55,100.24
6266,1,25-04-2014,JNJ,JOHNSON & JOHNSON,99.79,100.26,99.4,99.97
6266,1,28-04-2014,JNJ,JOHNSON & JOHNSON,101.34,101.5,100.1201,100.56
6266,1,29-04-2014,JNJ,JOHNSON & JOHNSON,101.03,101.98,100.96,101.63
6266,1,30-04-2014,JNJ,JOHNSON & JOHNSON,101.29,101.67,100.7,100.84
6266,1,01-05-2014,JNJ,JOHNSON & JOHNSON,100.53,101.03,99.93,100.77
6266,1,02-05-2014,JNJ,JOHNSON & JOHNSON,99.31,100.38,98.88,100.17
6266,1,05-05-2014,JNJ,JOHNSON & JOHNSON,100,100.17,99.04,99.29
6266,1,06-05-2014,JNJ,JOHNSON & JOHNSON,99.51,100.02,99.51,100.02
6266,1,07-05-2014,JNJ,JOHNSON & JOHNSON,100.91,101.045,99.35,99.85
6266,1,08-05-2014,JNJ,JOHNSON & JOHNSON,100.5,101.09,100.36,100.67
6266,1,09-05-2014,JNJ,JOHNSON & JOHNSON,100.91,101.25,100.41,100.86
6266,1,12-05-2014,JNJ,JOHNSON & JOHNSON,100.52,101.24,100.42,101.24
6266,1,13-05-2014,JNJ,JOHNSON & JOHNSON,101.02,101.49,100.625,100.9
6266,1,14-05-2014,JNJ,JOHNSON & JOHNSON,100.87,101.1,100.77,100.95
6266,1,15-05-2014,JNJ,JOHNSON & JOHNSON,100.69,100.84,100.41,100.64
6266,1,16-05-2014,JNJ,JOHNSON & JOHNSON,100.58,100.89,100.14,100.57
6266,1,19-05-2014,JNJ,JOHNSON & JOHNSON,100.64,100.93,100.125,100.22
6266,1,20-05-2014,JNJ,JOHNSON & JOHNSON,100.25,100.98,99.96,100.81
6266,1,21-05-2014,JNJ,JOHNSON & JOHNSON,101.14,101.2,100.53,100.6
6266,1,22-05-2014,JNJ,JOHNSON & JOHNSON,100.96,101.01,100.08,100.58
6266,1,23-05-2014,JNJ,JOHNSON & JOHNSON,100.98,101.16,100.67,101.04
6266,1,27-05-2014,JNJ,JOHNSON & JOHNSON,100.81,101.36,100.265,101.1
6266,1,28-05-2014,JNJ,JOHNSON & JOHNSON,100.3,100.93,100.12,100.67
6266,1,29-05-2014,JNJ,JOHNSON & JOHNSON,100.76,100.795,100.15,100.56
6266,1,30-05-2014,JNJ,JOHNSON & JOHNSON,101.46,101.54,100.55,100.7
6266,1,02-06-2014,JNJ,JOHNSON & JOHNSON,102.17,102.26,101.01,101.54
6266,1,03-06-2014,JNJ,JOHNSON & JOHNSON,102.46,102.6,101.84,101.91
6266,1,04-06-2014,JNJ,JOHNSON & JOHNSON,102.68,102.71,101.94,102.23
6266,1,05-06-2014,JNJ,JOHNSON & JOHNSON,103.22,103.36,102.42,102.78
6266,1,06-06-2014,JNJ,JOHNSON & JOHNSON,103.18,103.33,102.8386,103.25
6266,1,09-06-2014,JNJ,JOHNSON & JOHNSON,103.22,103.23,102.68,103.07
6266,1,10-06-2014,JNJ,JOHNSON & JOHNSON,104.1,104.12,102.77,103.47
6266,1,11-06-2014,JNJ,JOHNSON & JOHNSON,103.32,104.15,103.133,103.81
6266,1,12-06-2014,JNJ,JOHNSON & JOHNSON,102.53,103.21,102.51,103.18
6266,1,13-06-2014,JNJ,JOHNSON & JOHNSON,102.53,102.65,102.17,102.51
6266,1,16-06-2014,JNJ,JOHNSON & JOHNSON,102.45,102.89,101.84,102.52
6266,1,17-06-2014,JNJ,JOHNSON & JOHNSON,101.93,102.2,101.38,102.13
6266,1,18-06-2014,JNJ,JOHNSON & JOHNSON,102.81,102.83,101.8603,101.91
6266,1,19-06-2014,JNJ,JOHNSON & JOHNSON,103.81,103.87,102.81,102.93
6266,1,20-06-2014,JNJ,JOHNSON & JOHNSON,105.27,105.48,104.07,104.37
6266,1,23-06-2014,JNJ,JOHNSON & JOHNSON,104.75,105.12,104.44,104.91
6266,1,24-06-2014,JNJ,JOHNSON & JOHNSON,104.59,105.23,104.55,104.63
6266,1,25-06-2014,JNJ,JOHNSON & JOHNSON,105.76,105.87,104.23,104.23
6266,1,26-06-2014,JNJ,JOHNSON & JOHNSON,105.65,105.97,105.03,105.84
6266,1,27-06-2014,JNJ,JOHNSON & JOHNSON,104.99,105.59,104.45,105.47
6266,1,30-06-2014,JNJ,JOHNSON & JOHNSON,104.62,106,104.52,105.62
6266,1,01-07-2014,JNJ,JOHNSON & JOHNSON,105.87,106,104.99,105.15
6266,1,02-07-2014,JNJ,JOHNSON & JOHNSON,105.86,105.97,105.295,105.7
6266,1,03-07-2014,JNJ,JOHNSON & JOHNSON,105.42,106.25,105.11,105.87
6266,1,07-07-2014,JNJ,JOHNSON & JOHNSON,106.47,106.74,105.27,105.42
6266,1,08-07-2014,JNJ,JOHNSON & JOHNSON,105.72,106.25,105.52,106.21
6266,1,09-07-2014,JNJ,JOHNSON & JOHNSON,106.04,106.21,105.72,106
6266,1,10-07-2014,JNJ,JOHNSON & JOHNSON,105.8,106,104.52,105.08
6266,1,11-07-2014,JNJ,JOHNSON & JOHNSON,105.1,106.009,104.86,105.84
6266,1,14-07-2014,JNJ,JOHNSON & JOHNSON,105.38,105.49,105.11,105.38
6266,1,15-07-2014,JNJ,JOHNSON & JOHNSON,103.28,105.47,102.77,105.23
6266,1,16-07-2014,JNJ,JOHNSON & JOHNSON,102.22,103.67,101.95,103.53
6266,1,17-07-2014,JNJ,JOHNSON & JOHNSON,100.37,102.1,100.26,101.9
6266,1,18-07-2014,JNJ,JOHNSON & JOHNSON,101.8,101.96,100.37,100.67
6266,1,21-07-2014,JNJ,JOHNSON & JOHNSON,101.27,101.58,101.02,101.44
6266,1,22-07-2014,JNJ,JOHNSON & JOHNSON,102.47,102.54,101.78,101.91
6266,1,23-07-2014,JNJ,JOHNSON & JOHNSON,102.19,102.93,101.8832,102.8
6266,1,24-07-2014,JNJ,JOHNSON & JOHNSON,102.2,102.73,102.02,102.34
6266,1,25-07-2014,JNJ,JOHNSON & JOHNSON,102.11,102.4,101.8,102.27
6266,1,28-07-2014,JNJ,JOHNSON & JOHNSON,102.11,102.4,101.66,101.89
6266,1,29-07-2014,JNJ,JOHNSON & JOHNSON,101.96,102.51,101.69,102.45
6266,1,30-07-2014,JNJ,JOHNSON & JOHNSON,102.3,102.85,101.81,102.27
6266,1,31-07-2014,JNJ,JOHNSON & JOHNSON,100.09,101.84,100.05,101.77
6266,1,01-08-2014,JNJ,JOHNSON & JOHNSON,99.9,100.41,98.8,99.76
6266,1,04-08-2014,JNJ,JOHNSON & JOHNSON,100.16,100.375,99.315,99.99
6266,1,05-08-2014,JNJ,JOHNSON & JOHNSON,99.82,100.24,99.55,99.83
6266,1,06-08-2014,JNJ,JOHNSON & JOHNSON,100.71,100.83,99.6,99.67
6266,1,07-08-2014,JNJ,JOHNSON & JOHNSON,99.93,101.19,99.58,101.09
6266,1,08-08-2014,JNJ,JOHNSON & JOHNSON,101.08,101.15,99.77,100.21
6266,1,11-08-2014,JNJ,JOHNSON & JOHNSON,101.16,101.78,101.01,101.62
6266,1,12-08-2014,JNJ,JOHNSON & JOHNSON,100.63,101.22,100.31,101
6266,1,13-08-2014,JNJ,JOHNSON & JOHNSON,101.74,101.95,101.15,101.15
6266,1,14-08-2014,JNJ,JOHNSON & JOHNSON,102.02,102.05,101.5,101.89
6266,1,15-08-2014,JNJ,JOHNSON & JOHNSON,101.17,102.44,100.8,102.21
6266,1,18-08-2014,JNJ,JOHNSON & JOHNSON,102.7,102.72,101.75,101.92
6266,1,19-08-2014,JNJ,JOHNSON & JOHNSON,102.96,102.96,102.02,102.73
6266,1,20-08-2014,JNJ,JOHNSON & JOHNSON,103.21,103.3,102.7,102.87
6266,1,21-08-2014,JNJ,JOHNSON & JOHNSON,104.19,104.42,103.33,103.33
6266,1,22-08-2014,JNJ,JOHNSON & JOHNSON,103.1,104.03,102.97,103.63
6266,1,25-08-2014,JNJ,JOHNSON & JOHNSON,103.23,103.81,103.09,103.65
6266,1,26-08-2014,JNJ,JOHNSON & JOHNSON,103.44,103.72,103.17,103.47
6266,1,27-08-2014,JNJ,JOHNSON & JOHNSON,103.22,103.72,102.91,103.6
6266,1,28-08-2014,JNJ,JOHNSON & JOHNSON,102.95,103.19,102.71,102.9
6266,1,29-08-2014,JNJ,JOHNSON & JOHNSON,103.73,103.76,103.0069,103.1
6266,1,02-09-2014,JNJ,JOHNSON & JOHNSON,103.36,103.7097,103.02,103.3
6266,1,03-09-2014,JNJ,JOHNSON & JOHNSON,103.76,104.1,103.54,103.82
6266,1,04-09-2014,JNJ,JOHNSON & JOHNSON,103.84,104.1,103.76,103.99
6266,1,05-09-2014,JNJ,JOHNSON & JOHNSON,104.42,104.42,103.34,103.92
6266,1,08-09-2014,JNJ,JOHNSON & JOHNSON,104.05,104.58,103.83,104.42
6266,1,09-09-2014,JNJ,JOHNSON & JOHNSON,103.8,104.4,103.55,104.4
6266,1,10-09-2014,JNJ,JOHNSON & JOHNSON,104.99,105.34,103.96,104.19
6266,1,11-09-2014,JNJ,JOHNSON & JOHNSON,104.55,104.89,104.0999,104.78
6266,1,12-09-2014,JNJ,JOHNSON & JOHNSON,104.58,104.805,103.96,104.54
6266,1,15-09-2014,JNJ,JOHNSON & JOHNSON,104.72,104.91,104.35,104.59
6266,1,16-09-2014,JNJ,JOHNSON & JOHNSON,105.88,105.94,104.3,104.49
6266,1,17-09-2014,JNJ,JOHNSON & JOHNSON,106.19,106.63,105.8,105.88
6266,1,18-09-2014,JNJ,JOHNSON & JOHNSON,107.35,107.41,106.03,106.18
6266,1,19-09-2014,JNJ,JOHNSON & JOHNSON,107.99,108.37,107.62,107.89
6266,1,22-09-2014,JNJ,JOHNSON & JOHNSON,107.88,108.25,107.775,108
6266,1,23-09-2014,JNJ,JOHNSON & JOHNSON,107.46,108.1,107.19,107.77
6266,1,24-09-2014,JNJ,JOHNSON & JOHNSON,108.64,108.77,107.34,107.7
6266,1,25-09-2014,JNJ,JOHNSON & JOHNSON,107.1,108.55,107.07,108.53
6266,1,26-09-2014,JNJ,JOHNSON & JOHNSON,107.1,107.49,106.2,107.41
6266,1,29-09-2014,JNJ,JOHNSON & JOHNSON,106.54,106.65,106.04,106.38
6266,1,30-09-2014,JNJ,JOHNSON & JOHNSON,106.59,107.2099,106.45,106.5
6266,1,01-10-2014,JNJ,JOHNSON & JOHNSON,104.3,106.28,103.95,105.98
6266,1,02-10-2014,JNJ,JOHNSON & JOHNSON,103.85,104.54,103.25,104.06
6266,1,03-10-2014,JNJ,JOHNSON & JOHNSON,105.13,105.19,104.13,104.23
6266,1,06-10-2014,JNJ,JOHNSON & JOHNSON,104.86,106,104.365,105.68
6266,1,07-10-2014,JNJ,JOHNSON & JOHNSON,102.39,104.46,102.34,104.46
6266,1,08-10-2014,JNJ,JOHNSON & JOHNSON,104.91,105.03,102.0401,102.43
6266,1,09-10-2014,JNJ,JOHNSON & JOHNSON,102.08,104.86,101.79,104.63
6266,1,10-10-2014,JNJ,JOHNSON & JOHNSON,101.23,102.53,101.23,102.35
6266,1,13-10-2014,JNJ,JOHNSON & JOHNSON,99.12,101.46,99.02,101.46
6266,1,14-10-2014,JNJ,JOHNSON & JOHNSON,97.01,100.9,95.34,100.53
6266,1,15-10-2014,JNJ,JOHNSON & JOHNSON,98.21,98.72,95.1,96.05
6266,1,16-10-2014,JNJ,JOHNSON & JOHNSON,96.78,98,96.5,96.97
6266,1,17-10-2014,JNJ,JOHNSON & JOHNSON,98.7,99.15,97.31,97.54
6266,1,20-10-2014,JNJ,JOHNSON & JOHNSON,99.2,99.2,98.32,98.83
6266,1,21-10-2014,JNJ,JOHNSON & JOHNSON,100.36,100.38,99.34,99.83
6266,1,22-10-2014,JNJ,JOHNSON & JOHNSON,101.22,101.79,100.52,101.1
6266,1,23-10-2014,JNJ,JOHNSON & JOHNSON,102.63,102.98,101.94,102.26
6266,1,24-10-2014,JNJ,JOHNSON & JOHNSON,103.13,103.29,102.2056,102.95
6266,1,27-10-2014,JNJ,JOHNSON & JOHNSON,104.07,104.24,103.035,103.07
6266,1,28-10-2014,JNJ,JOHNSON & JOHNSON,104.79,104.8,103.56,104.55
6266,1,29-10-2014,JNJ,JOHNSON & JOHNSON,105.56,105.56,104.86,105
6266,1,30-10-2014,JNJ,JOHNSON & JOHNSON,107.04,107.05,104.91,105.17
6266,1,31-10-2014,JNJ,JOHNSON & JOHNSON,107.78,108.18,107.26,107.94
6266,1,03-11-2014,JNJ,JOHNSON & JOHNSON,107.46,108.12,106.75,107.83
6266,1,04-11-2014,JNJ,JOHNSON & JOHNSON,108.62,108.73,107.34,107.89
6266,1,05-11-2014,JNJ,JOHNSON & JOHNSON,108.82,109.26,107.95,109.05
6266,1,06-11-2014,JNJ,JOHNSON & JOHNSON,109.01,109.32,108.55,108.93
6266,1,07-11-2014,JNJ,JOHNSON & JOHNSON,108.2,109.03,107.92,109
6266,1,10-11-2014,JNJ,JOHNSON & JOHNSON,108.82,108.92,107.2,108.07
6266,1,11-11-2014,JNJ,JOHNSON & JOHNSON,108.91,109.4,108.55,108.88
6266,1,12-11-2014,JNJ,JOHNSON & JOHNSON,108.75,109,108.3862,108.67
6266,1,13-11-2014,JNJ,JOHNSON & JOHNSON,109.07,109.49,108.5,109.05
6266,1,14-11-2014,JNJ,JOHNSON & JOHNSON,108.16,109.06,108.01,108.92
6266,1,17-11-2014,JNJ,JOHNSON & JOHNSON,108.3,108.69,107.61,108
6266,1,18-11-2014,JNJ,JOHNSON & JOHNSON,108.83,109.06,107.72,108.13
6266,1,19-11-2014,JNJ,JOHNSON & JOHNSON,108.76,108.81,108.1,108.45
6266,1,20-11-2014,JNJ,JOHNSON & JOHNSON,108.18,108.57,107.69,108.55
6266,1,21-11-2014,JNJ,JOHNSON & JOHNSON,107.86,108.73,107.62,108.73
6266,1,24-11-2014,JNJ,JOHNSON & JOHNSON,106.88,108.23,106.64,107.92
6266,1,25-11-2014,JNJ,JOHNSON & JOHNSON,106.7,107.19,106.7,106.98
6266,1,26-11-2014,JNJ,JOHNSON & JOHNSON,107.21,107.25,106.6,106.77
6266,1,28-11-2014,JNJ,JOHNSON & JOHNSON,108.25,108.82,107.33,107.61
6266,1,01-12-2014,JNJ,JOHNSON & JOHNSON,108.03,108.813,107.35,107.89
6266,1,02-12-2014,JNJ,JOHNSON & JOHNSON,108.51,108.53,107.5,107.97
6266,1,03-12-2014,JNJ,JOHNSON & JOHNSON,107.72,108.99,107.65,108.54
6266,1,04-12-2014,JNJ,JOHNSON & JOHNSON,107.56,108.3,107.38,108.09
6266,1,05-12-2014,JNJ,JOHNSON & JOHNSON,108.51,108.74,107.221,107.53
6266,1,08-12-2014,JNJ,JOHNSON & JOHNSON,108.52,108.88,108.1405,108.42
6266,1,09-12-2014,JNJ,JOHNSON & JOHNSON,108.05,108.47,106.89,108.22
6266,1,10-12-2014,JNJ,JOHNSON & JOHNSON,106.24,107.96,106.15,107.61
6266,1,11-12-2014,JNJ,JOHNSON & JOHNSON,106.72,107.305,105.36,105.85
6266,1,12-12-2014,JNJ,JOHNSON & JOHNSON,104.43,106.87,104.39,106.65
6266,1,15-12-2014,JNJ,JOHNSON & JOHNSON,103.96,105.06,103.63,104.77
6266,1,16-12-2014,JNJ,JOHNSON & JOHNSON,102.76,105.21,102.5,103.48
6266,1,17-12-2014,JNJ,JOHNSON & JOHNSON,104.07,104.49,102.7,103.27
6266,1,18-12-2014,JNJ,JOHNSON & JOHNSON,106.81,106.82,104.74,105.62
6266,1,19-12-2014,JNJ,JOHNSON & JOHNSON,105.55,107.39,105.5,106.63
6266,1,22-12-2014,JNJ,JOHNSON & JOHNSON,106.74,106.83,105.67,105.69
6266,1,23-12-2014,JNJ,JOHNSON & JOHNSON,104.28,106.91,103.92,106.66
6266,1,24-12-2014,JNJ,JOHNSON & JOHNSON,104.59,105.33,104.38,104.38
6266,1,26-12-2014,JNJ,JOHNSON & JOHNSON,105.06,105.69,104.69,105.07
6266,1,29-12-2014,JNJ,JOHNSON & JOHNSON,105.33,105.69,104.61,104.64
6266,1,30-12-2014,JNJ,JOHNSON & JOHNSON,105.36,105.8,105.06,105.42
6266,1,31-12-2014,JNJ,JOHNSON & JOHNSON,104.57,106.11,104.54,105.61
6266,1,02-01-2015,JNJ,JOHNSON & JOHNSON,104.52,105.55,104.13,105.05
6266,1,05-01-2015,JNJ,JOHNSON & JOHNSON,103.79,104.73,103.682,104.48
6266,1,06-01-2015,JNJ,JOHNSON & JOHNSON,103.28,104.99,102.94,104.34
6266,1,07-01-2015,JNJ,JOHNSON & JOHNSON,105.56,105.83,103.81,103.91
6266,1,08-01-2015,JNJ,JOHNSON & JOHNSON,106.39,106.49,105.75,106.06
6266,1,09-01-2015,JNJ,JOHNSON & JOHNSON,104.94,106.5,104.75,106.5
6266,1,12-01-2015,JNJ,JOHNSON & JOHNSON,104.58,105.82,104.3,105.17
6266,1,13-01-2015,JNJ,JOHNSON & JOHNSON,104.76,106.33,104.24,105.44
6266,1,14-01-2015,JNJ,JOHNSON & JOHNSON,104,104.43,103.51,103.86
6266,1,15-01-2015,JNJ,JOHNSON & JOHNSON,102.49,103.93,101.95,102.97
6266,1,16-01-2015,JNJ,JOHNSON & JOHNSON,104.04,104.62,102,102.06
6266,1,20-01-2015,JNJ,JOHNSON & JOHNSON,101.29,102.05,100.26,101.55
6266,1,21-01-2015,JNJ,JOHNSON & JOHNSON,101.9,102.1,100.4,100.56
6266,1,22-01-2015,JNJ,JOHNSON & JOHNSON,103.76,103.83,101.57,102.39
6266,1,23-01-2015,JNJ,JOHNSON & JOHNSON,102.2,102.97,101.9397,102.94
6266,1,26-01-2015,JNJ,JOHNSON & JOHNSON,102.26,102.45,101.21,101.8
6266,1,27-01-2015,JNJ,JOHNSON & JOHNSON,102.09,102.7671,100.93,101.83
6266,1,28-01-2015,JNJ,JOHNSON & JOHNSON,101.48,102.93,101.44,102.48
6266,1,29-01-2015,JNJ,JOHNSON & JOHNSON,102.38,102.46,100.67,101.51
6266,1,30-01-2015,JNJ,JOHNSON & JOHNSON,100.14,102,100.09,101.58
6266,1,02-02-2015,JNJ,JOHNSON & JOHNSON,100.83,100.85,99.38,100.49
6266,1,03-02-2015,JNJ,JOHNSON & JOHNSON,102.46,102.56,101.12,101.4
6266,1,04-02-2015,JNJ,JOHNSON & JOHNSON,101.36,102.45,101.02,102.12
6266,1,05-02-2015,JNJ,JOHNSON & JOHNSON,102.46,102.56,101.46,101.57
6266,1,06-02-2015,JNJ,JOHNSON & JOHNSON,101.1,102.45,100.83,102.11
6266,1,09-02-2015,JNJ,JOHNSON & JOHNSON,99.78,101.06,99.1,101.06
6266,1,10-02-2015,JNJ,JOHNSON & JOHNSON,100.35,100.7,99.425,100.19
6266,1,11-02-2015,JNJ,JOHNSON & JOHNSON,100.38,100.79,99.95,100.46
6266,1,12-02-2015,JNJ,JOHNSON & JOHNSON,98.44,100.54,97.15,100.5
6266,1,13-02-2015,JNJ,JOHNSON & JOHNSON,99.62,99.67,98.33,98.44
6266,1,17-02-2015,JNJ,JOHNSON & JOHNSON,100.44,100.48,99.12,99.39
6266,1,18-02-2015,JNJ,JOHNSON & JOHNSON,99.96,100.94,99.38,100.7
6266,1,19-02-2015,JNJ,JOHNSON & JOHNSON,100.7,100.84,99.61,99.95
6266,1,20-02-2015,JNJ,JOHNSON & JOHNSON,100.26,100.366,99.11,100.18
6266,1,23-02-2015,JNJ,JOHNSON & JOHNSON,100.18,100.77,99.8,100.74
6266,1,24-02-2015,JNJ,JOHNSON & JOHNSON,100.7,101.05,100,100.25
